## File generated by myo_cap software
## Available from github.com/ddantas/myo_cap
## Timestamp: 2018-05-23_20-57-32
##
## EMG capture settings##
# sampleRate: 2000
# channelsPerBoard: 4
# nBoards: 1
# bitsPerSample: 12
##
## Data
## t;ch0;ch1;...;ch(channelsPerBoard * nBoards - 1)
147;221;248;231
0;53;108;130
0;0;9;21
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
5;0;0;0
21;10;9;6
47;46;65;93
63;80;121;129
92;131;135;133
122;139;137;136
188;249;255;245
253;341;333;312
226;322;296;258
166;252;259;249
73;135;135;137
0;12;26;38
0;0;0;0
0;0;0;0
0;0;0;0
8;0;0;0
22;11;7;5
40;42;53;84
63;85;117;123
93;129;134;134
120;133;139;135
166;207;227;255
256;338;331;316
248;324;307;277
190;256;249;258
109;149;142;135
7;12;27;35
0;0;0;0
0;0;0;0
0;0;0;0
11;0;1;1
24;10;10;5
36;35;44;58
63;83;120;138
93;129;138;134
119;133;133;132
174;219;249;246
256;323;315;283
249;314;291;252
195;255;255;252
110;147;139;131
7;9;20;31
0;0;0;0
0;0;0;0
0;0;0;0
6;0;0;2
22;11;12;21
41;41;55;81
61;85;122;129
86;129;135;131
114;141;138;139
165;205;227;252
283;335;326;315
296;342;326;291
354;347;337;295
877;497;379;267
364;269;245;203
0;19;57;88
0;0;0;5
0;0;0;2
0;0;0;0
0;0;0;1
0;0;0;1
0;0;0;4
0;0;0;3
0;1;9;21
58;64;84;117
272;192;180;181
1577;799;572;427
2573;1094;690;509
2536;1156;732;528
1679;840;535;393
480;362;292;232
0;39;85;130
0;0;0;19
0;0;0;1
0;0;0;1
0;0;0;0
0;0;0;1
0;0;0;10
0;0;1;5
1;7;17;26
135;103;131;136
761;446;348;280
2031;923;636;502
2551;1102;691;511
2250;1009;658;496
1149;606;422;314
190;219;229;230
0;4;50;107
0;0;0;21
0;0;0;4
0;0;0;2
0;0;0;2
0;0;0;10
0;0;0;5
0;0;4;6
45;49;66;93
207;160;134;130
1174;639;476;381
2176;937;624;505
2201;940;619;506
1753;791;529;394
752;429;315;253
29;128;138;130
0;0;16;32
0;0;0;3
0;0;0;2
0;0;0;1
0;0;1;6
0;0;1;6
0;0;6;12
0;6;15;43
63;71;99;135
237;205;200;206
1141;632;506;403
1538;725;513;433
852;509;418;356
385;339;289;255
164;169;153;134
37;56;85;115
0;0;3;7
0;0;0;0
7;1;2;0
32;25;34;45
46;54;74;114
69;98;131;127
96;132;136;142
119;162;150;136
218;280;251;246
259;342;324;289
214;303;262;257
142;212;233;256
35;91;139;138
0;0;21;33
0;0;0;2
0;0;0;0
0;0;0;0
17;4;3;6
32;29;34;53
50;64;94;135
63;98;137;134
81;128;146;137
125;147;138;132
886;533;406;321
1826;833;582;461
2018;889;616;501
1707;779;529;420
676;386;279;220
0;86;127;128
0;0;7;22
0;0;0;2
0;0;0;0
0;0;0;0
0;0;0;3
0;0;0;1
0;0;1;6
0;0;9;18
32;39;55;84
190;138;130;136
1211;668;465;383
2359;1027;711;530
2463;1091;670;511
1922;905;607;466
713;453;352;278
0;102;140;133
0;0;10;33
0;0;0;3
0;0;0;0
0;0;0;0
0;0;0;4
0;0;0;1
0;0;2;6
0;6;17;29
118;99;130;129
510;316;257;245
1798;866;618;505
2545;1095;690;514
2343;1051;693;501
1390;703;485;386
336;261;238;207
0;11;57;94
0;0;0;13
0;0;0;1
0;0;0;2
0;0;0;1
0;0;1;10
0;0;3;12
0;1;9;23
55;55;80;114
209;161;138;140
1158;643;484;388
2129;921;631;491
2176;945;632;496
1634;745;510;397
733;425;311;252
255;244;202;183
65;123;135;131
9;61;112;126
10;56;120;132
37;78;134;134
62;115;138;137
107;138;136;136
160;203;218;245
253;309;289;268
245;306;271;252
193;253;254;248
115;150;140;133
20;27;48;71
0;0;0;6
0;0;0;0
0;0;0;0
11;1;0;1
22;10;11;7
41;39;48;66
60;78;111;125
84;126;138;141
115;138;137;137
183;235;257;249
259;343;340;323
247;326;311;285
190;256;258;238
101;157;147;135
6;21;37;53
0;0;0;1
0;0;0;0
0;0;0;0
11;0;1;1
22;9;8;3
37;31;38;51
56;68;97;131
81;119;131;130
116;146;132;129
149;183;190;197
252;325;290;255
250;314;284;256
194;260;253;233
125;168;173;171
19;39;71;110
0;0;8;19
0;0;0;0
0;0;0;0
11;0;1;1
21;11;6;4
44;44;55;80
58;78;111;129
81;126;136;138
118;145;133;132
166;213;223;246
258;343;333;316
247;321;304;261
191;258;249;253
115;158;154;145
16;30;55;77
0;0;0;3
0;0;0;0
0;0;0;0
6;0;0;0
29;16;22;31
46;50;69;115
71;96;131;134
90;132;136;137
120;143;137;139
194;254;247;260
261;333;324;307
246;316;295;262
191;258;258;261
90;143;137;137
5;14;32;46
0;0;0;0
0;0;0;0
0;0;0;0
10;0;1;1
32;16;27;35
42;42;59;86
62;81;120;140
89;130;139;134
123;148;138;142
252;262;246;255
328;380;348;335
336;375;352;353
294;303;271;253
197;192;180;173
32;37;56;75
0;0;0;6
0;0;0;0
0;0;0;0
0;0;0;2
0;0;0;2
0;2;6;18
0;2;10;16
10;25;40;70
36;56;88;126
89;126;129;134
250;256;253;244
357;384;379;374
332;363;373;379
300;302;270;250
226;217;217;216
77;95;132;132
0;1;24;51
0;0;0;1
0;0;0;0
5;0;0;0
21;13;14;17
48;51;71;109
71;102;131;136
102;133;145;132
134;147;136;140
252;276;256;253
268;316;290;262
189;261;258;240
123;181;198;225
9;40;83;130
0;0;13;34
0;0;0;0
0;0;0;0
0;0;0;0
13;1;1;6
31;25;32;45
49;60;87;126
66;98;136;140
92;134;137;137
123;150;138;140
223;271;246;255
256;323;303;275
219;302;261;249
159;237;260;246
53;124;135;129
0;9;32;52
0;0;0;0
0;0;0;0
0;0;0;0
13;1;1;2
22;14;15;20
42;45;62;88
60;84;121;128
86;127;138;140
120;148;132;145
209;253;262;248
257;345;336;314
226;319;297;255
158;249;246;251
59;128;143;138
0;2;20;33
0;0;0;0
0;0;0;0
0;0;0;0
15;1;1;1
10;8;11;15
0;3;12;18
6;16;34;54
16;35;53;93
45;75;118;142
102;134;135;146
999;613;455;381
2103;906;626;501
2138;932;622;508
1598;761;528;420
523;335;266;228
0;50;101;134
0;0;1;18
0;0;0;1
0;0;0;0
0;0;0;0
0;0;0;1
0;0;0;9
0;0;0;3
0;0;9;18
51;50;66;101
276;181;165;150
1660;842;572;419
2765;1200;762;581
2662;1228;740;530
1805;921;615;472
542;380;316;258
0;46;110;131
0;0;2;19
0;0;0;4
0;0;0;0
0;0;0;0
0;0;0;5
0;0;0;3
0;0;2;9
0;1;7;16
105;98;122;116
594;380;276;228
2012;949;639;492
2791;1237;761;575
2563;1199;738;529
1485;776;518;396
334;280;248;219
0;2;53;87
0;0;0;12
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;5
0;0;0;4
0;5;13;22
136;98;127;127
777;453;358;296
2181;999;689;510
2821;1255;760;556
2515;1188;721;507
1341;749;511;377
254;257;246;215
0;2;54;97
0;0;0;22
0;0;0;10
0;0;0;2
0;0;0;3
0;0;0;2
0;0;1;6
0;0;8;17
58;59;84;123
237;160;138;137
1441;762;527;383
2643;1132;737;553
2557;1161;736;535
1795;882;589;443
642;401;292;244
0;83;130;127
0;0;18;45
0;0;0;3
0;0;0;2
0;0;0;1
0;0;0;2
0;0;0;2
0;0;0;4
0;1;5;11
63;69;92;128
251;172;152;133
1395;743;509;397
2278;976;653;515
2199;972;640;506
1649;777;528;388
540;365;310;248
0;83;137;127
0;0;15;29
0;0;0;6
0;0;0;0
0;0;0;3
0;0;0;1
0;0;1;6
0;0;2;6
0;1;12;22
71;72;95;132
392;250;247;229
1606;796;572;432
2401;1013;665;508
2259;982;634;507
1461;744;514;386
399;289;254;205
0;10;50;83
0;0;0;14
0;0;0;1
0;0;0;0
0;0;0;0
0;0;0;2
0;0;0;1
0;0;1;6
0;0;8;21
86;82;116;133
496;299;248;224
1975;934;635;495
2904;1267;770;578
2696;1265;764;568
1632;869;568;395
390;321;255;200
0;14;53;85
0;0;0;11
0;0;0;0
0;0;0;0
0;0;0;1
0;0;0;1
0;0;0;4
0;0;0;2
3;8;18;39
133;105;132;135
895;507;385;319
2369;1053;722;535
2959;1308;805;599
2549;1229;734;526
1244;722;506;378
159;228;255;219
0;0;54;102
0;0;0;23
0;0;0;6
0;0;0;0
0;0;0;0
0;0;0;4
0;0;0;3
0;0;8;19
82;78;100;130
336;247;239;211
1847;906;642;505
2947;1287;793;591
2809;1333;800;587
1850;968;630;493
545;393;322;257
0;38;100;142
0;0;6;28
0;0;0;2
0;0;0;1
0;0;0;0
0;0;0;0
0;0;0;1
0;0;0;2
0;4;15;22
137;107;128;118
872;509;383;289
2276;1017;695;513
2830;1256;761;553
2311;1108;676;500
1100;632;454;362
163;212;235;209
0;21;74;121
0;0;6;32
0;0;1;15
0;0;0;2
0;0;1;5
0;0;1;6
0;0;5;12
0;1;9;32
31;37;48;78
234;176;143;132
343;341;285;260
379;385;360;346
353;368;364;343
277;262;254;250
175;142;140;134
72;66;98;130
2;1;19;35
0;0;0;1
15;2;1;2
29;21;24;32
55;65;89;122
74;108;132;138
108;135;135;138
128;173;160;146
245;294;261;253
260;326;306;271
218;293;255;249
134;212;233;250
24;78;132;140
0;0;22;37
0;0;0;0
0;0;0;0
4;0;0;1
21;11;10;12
41;42;54;80
65;84;123;130
89;131;134;136
115;144;134;136
157;194;207;220
250;303;275;249
253;305;269;254
193;253;254;245
120;161;163;147
21;30;52;72
0;0;1;10
0;0;0;0
0;0;0;0
7;0;1;2
21;9;5;3
35;30;36;43
53;68;92;130
78;122;138;133
105;153;137;139
138;177;178;188
254;308;271;255
259;329;300;265
212;285;264;253
132;183;199;210
18;47;84;127
0;0;5;22
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;1
0;0;1;1
0;2;6;21
2;9;19;35
0;15;33;58
0;12;39;76
87;105;134;133
932;527;386;321
2182;970;659;509
2555;1136;728;540
2183;1011;654;488
909;534;386;310
20;133;134;135
0;0;2;15
0;0;0;1
0;0;0;0
0;0;0;0
0;0;0;1
0;0;0;0
0;0;0;2
0;0;2;10
29;27;42;63
200;136;129;130
1364;727;509;402
2640;1128;742;562
2725;1232;749;547
2060;1013;654;510
700;490;375;330
0;113;135;138
0;0;19;47
0;0;0;11
0;0;0;1
0;0;0;1
0;0;0;1
0;0;0;1
0;0;0;2
0;1;5;10
108;98;120;132
611;382;281;229
2011;938;633;499
2772;1231;765;586
2481;1174;727;521
1369;736;508;385
275;251;250;206
0;4;51;88
0;0;0;12
0;0;0;1
0;0;0;1
0;0;0;1
0;0;0;6
0;0;0;2
0;0;4;12
0;10;17;29
129;100;126;126
833;497;387;317
1951;894;622;507
2278;969;639;496
1971;895;610;483
1018;525;387;326
162;194;204;202
0;9;46;84
0;0;0;13
0;0;0;9
0;0;0;1
0;0;0;2
0;0;0;3
0;0;0;1
0;0;3;4
0;3;6;14
86;91;117;114
515;333;261;232
1596;758;529;419
2061;879;610;488
1914;850;564;416
1126;574;396;291
251;248;231;242
0;46;110;136
0;0;32;66
0;0;4;23
0;0;3;12
0;0;1;12
0;0;4;20
0;0;2;9
0;1;12;28
57;61;83;123
445;269;216;244
1458;743;526;434
2067;895;612;489
2008;893;606;481
1240;630;465;382
304;257;247;236
0;29;92;142
0;0;5;32
0;0;0;5
0;0;0;3
0;0;0;1
0;0;0;3
0;0;0;1
0;0;8;12
0;5;17;28
123;92;121;129
850;501;385;295
2085;954;648;504
2607;1145;735;547
2247;1038;680;506
1075;626;451;367
109;209;227;238
0;0;47;109
0;0;2;31
0;0;0;3
0;0;0;1
0;0;0;0
0;0;0;1
0;0;1;10
0;4;16;32
122;91;125;130
616;380;281;230
2015;949;634;509
2778;1230;761;578
2546;1192;728;519
1434;777;519;394
303;270;237;199
0;1;40;76
0;0;0;4
0;0;0;0
0;0;0;0
0;0;0;1
0;0;0;8
0;0;0;1
0;0;0;4
0;3;7;16
123;94;122;127
616;380;276;224
2042;959;647;497
2798;1232;763;586
2490;1172;748;547
1402;758;512;389
294;262;251;203
0;5;53;93
0;0;0;12
0;0;0;0
0;0;0;0
0;0;0;3
0;0;0;0
0;0;0;2
0;0;2;11
7;21;33;60
130;99;131;138
589;380;283;247
1106;619;492;433
883;536;394;369
650;448;382;332
383;296;257;257
203;169;150;133
21;37;58;84
0;0;6;25
0;0;1;6
0;0;2;7
0;1;6;12
0;3;4;14
17;21;31;44
43;66;98;140
80;123;136;136
158;198;211;230
250;304;278;255
248;308;269;262
195;257;256;251
109;165;157;136
14;30;50;65
0;0;0;0
0;0;0;0
0;0;0;0
9;0;1;2
33;23;28;36
42;49;66;100
65;85;128;136
90;130;144;139
120;143;133;140
193;253;254;258
259;349;347;329
239;310;296;258
180;256;246;253
89;148;137;137
5;19;40;62
0;0;1;9
0;0;0;0
0;0;0;0
11;0;1;1
24;11;11;6
47;50;67;95
60;85;120;130
85;127;138;135
117;146;132;136
177;229;250;254
256;348;347;337
247;322;312;288
196;262;257;247
108;150;148;136
14;25;45;73
0;0;0;2
0;0;0;0
0;0;0;0
10;0;0;0
31;23;27;36
44;50;66;101
72;100;140;139
96;133;137;137
120;159;148;135
208;260;244;256
263;328;311;285
291;319;286;258
270;263;259;248
247;179;178;173
120;90;129;123
0;0;0;2
0;0;0;0
0;0;0;0
0;0;0;2
0;0;0;0
0;0;0;2
0;0;0;2
0;0;0;2
0;0;5;10
74;72;99;136
386;255;213;238
1759;860;613;500
2679;1166;737;549
2500;1143;728;529
1556;793;519;393
400;306;260;217
0;20;68;118
0;0;0;19
0;0;0;6
0;0;0;0
0;0;0;1
0;0;0;0
0;0;0;2
0;0;2;9
0;5;12;23
125;93;117;135
726;443;334;273
2053;955;646;496
2624;1155;742;552
2331;1080;655;500
1226;670;434;332
230;258;230;233
0;16;61;113
0;0;6;33
0;0;0;6
0;0;0;10
0;0;0;3
0;0;1;11
0;0;1;15
0;2;7;16
91;93;123;128
362;254;253;215
1260;690;493;416
1834;825;554;426
1498;727;512;399
1081;533;397;321
494;340;259;209
125;149;134;131
0;16;38;64
0;0;13;37
0;0;6;19
0;0;4;16
0;5;12;34
0;13;22;40
26;45;68;110
84;122;132;139
201;255;257;257
258;322;297;266
224;301;257;247
149;219;248;239
46;105;146;138
0;4;21;32
0;0;0;0
0;0;0;0
2;0;0;0
14;1;0;1
37;29;37;49
53;67;97;137
74;108;135;137
109;133;127;134
133;145;135;132
241;268;261;248
261;307;279;256
209;273;254;241
136;190;204;236
25;62;111;127
0;0;20;35
0;0;0;0
0;0;0;0
2;0;0;0
15;3;0;1
35;30;34;54
51;62;84;122
79;115;130;133
101;146;136;136
132;162;155;154
236;299;255;251
258;341;314;278
202;282;250;254
131;198;212;242
29;70;122;137
0;0;28;54
0;0;0;0
0;0;0;0
6;0;0;1
27;13;14;21
44;44;63;96
59;79;115;135
92;129;138;135
119;133;133;136
153;190;202;229
249;306;277;262
254;322;288;261
207;269;246;255
125;160;159;145
20;35;61;86
0;0;1;14
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;2
0;0;0;2
0;0;2;6
0;0;1;6
0;0;2;6
0;0;6;13
0;13;28;54
159;124;124;135
1447;756;524;394
2599;1104;705;515
2586;1176;728;521
1794;895;597;447
515;378;317;255
0;42;105;138
0;0;3;20
0;0;0;1
0;0;0;1
0;0;0;0
0;0;0;1
0;0;0;10
0;0;0;5
0;7;17;41
130;94;125;129
762;449;342;276
2191;1009;700;506
2830;1249;769;588
2490;1174;724;519
1245;684;454;363
195;235;253;203
0;0;46;83
0;0;0;15
0;0;0;1
0;0;0;2
0;0;0;0
0;0;0;3
0;0;1;10
0;0;7;22
64;62;84;117
260;179;166;159
1601;814;539;425
2766;1188;753;569
2708;1230;741;535
1930;982;637;499
635;429;326;261
0;73;130;135
0;0;15;32
0;0;0;2
0;0;0;1
0;0;0;0
0;0;0;1
0;0;0;4
0;0;0;3
0;3;12;33
113;91;121;127
508;309;260;238
1544;765;546;404
1985;854;575;438
1980;864;579;436
1308;640;468;375
383;269;245;226
0;43;111;133
0;0;22;46
0;0;6;33
0;0;2;12
0;0;4;9
0;2;5;12
2;14;28;47
20;37;62;100
65;98;131;133
146;180;190;202
325;341;311;273
323;355;339;298
229;296;258;243
127;163;163;148
13;29;52;71
0;0;0;2
0;0;0;0
0;0;0;0
6;0;0;0
28;22;25;35
42;44;64;95
65;87;125;134
95;127;133;134
121;145;132;135
185;240;255;244
259;344;337;318
237;336;322;282
191;263;260;250
95;156;149;137
16;35;62;95
0;0;2;20
0;0;0;0
0;0;0;0
7;0;0;0
23;15;14;16
48;50;66;108
66;89;131;138
90;130;137;142
121;142;134;135
201;251;260;255
261;327;311;289
233;319;282;254
169;252;256;248
80;133;140;136
0;5;21;34
0;0;0;2
0;0;0;0
0;0;0;0
4;0;0;1
7;4;6;6
0;4;6;20
0;8;18;33
0;9;18;31
11;34;53;88
0;40;78;126
234;185;170;167
1445;757;539;436
2368;1015;688;512
2315;1017;661;499
1509;748;514;387
390;287;249;237
0;12;52;101
0;0;0;12
0;0;0;0
0;0;0;0
0;0;0;1
0;0;0;1
0;0;0;6
0;0;0;2
0;7;19;34
121;91;123;125
698;413;300;261
2054;952;640;494
2675;1185;742;550
2387;1099;675;502
1268;675;449;364
242;251;233;244
0;20;72;123
0;0;2;22
0;0;0;6
0;0;0;0
0;0;0;4
0;0;0;2
0;0;1;7
0;0;7;16
44;49;66;97
211;166;138;145
1340;732;515;386
2449;1052;701;510
2476;1080;657;501
1829;869;568;407
644;398;312;244
0;81;131;133
0;0;18;36
0;0;0;3
0;0;0;1
0;0;0;2
0;0;1;6
0;0;3;11
0;0;9;18
0;2;13;23
44;54;74;112
238;175;157;146
382;377;336;289
515;437;381;354
501;408;346;312
316;290;266;253
210;168;157;138
71;76;107;115
0;0;17;30
0;0;2;4
16;7;7;5
31;29;34;46
56;72;103;123
81;123;142;140
118;148;135;144
154;193;200;217
245;322;289;255
249;340;313;265
195;273;248;235
125;171;176;179
23;45;79;123
0;0;6;30
0;0;0;0
0;0;0;0
10;0;1;2
30;19;24;40
41;47;62;95
68;94;132;133
89;132;149;138
118;144;135;132
186;241;237;241
255;343;332;310
236;335;321;279
188;262;257;251
93;153;145;135
15;34;58;86
0;0;0;2
0;0;0;0
0;0;0;0
12;0;1;2
25;14;15;17
41;44;55;81
67;89;129;140
90;129;144;141
123;139;132;137
185;247;245;253
259;351;347;334
241;316;302;271
178;251;249;255
85;141;134;138
4;19;34;51
0;0;0;1
0;0;0;0
0;0;0;0
15;1;1;1
27;15;17;19
41;46;60;83
68;94;132;133
90;132;139;139
123;139;135;132
180;236;254;236
262;347;341;326
383;385;352;331
1767;823;556;393
1045;541;381;302
149;178;166;136
0;0;7;15
0;0;0;0
0;0;0;1
0;0;0;0
0;0;0;0
0;0;0;1
0;0;0;1
0;0;1;6
0;8;18;34
109;112;114;126
889;515;386;319
2291;1013;689;513
2804;1216;737;538
2380;1099;661;504
1121;633;447;343
122;203;216;216
0;0;43;92
0;0;0;19
0;0;0;2
0;0;0;0
0;0;0;0
0;0;0;1
0;0;0;0
0;0;0;0
59;0;6;18
197;133;118;132
1291;1076;654;504
2674;2698;1396;859
2770;2960;1670;951
1978;2124;1309;782
552;595;506;384
0;0;45;113
0;0;0;9
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;2
61;11;17;25
238;181;132;139
1491;1288;768;532
2763;2748;1408;871
2731;2854;1598;951
1816;2017;1270;773
448;725;555;386
0;143;192;210
0;0;57;115
0;0;15;47
0;0;0;15
0;0;0;5
0;0;1;12
0;0;2;7
10;18;29;43
167;129;123;123
1017;566;389;292
2268;987;669;509
2520;1096;675;505
2054;943;617;489
954;526;388;297
148;181;183;153
0;4;39;58
0;0;0;5
0;0;0;1
0;0;0;2
0;0;0;1
0;0;0;6
0;0;1;4
0;0;2;6
0;4;7;15
100;101;127;121
763;458;365;318
1578;759;548;400
1904;836;562;416
1246;630;475;381
650;393;332;260
259;243;219;212
100;137;135;136
41;73;117;127
1;49;101;135
7;49;103;135
36;74;131;133
66;119;135;134
109;166;158;149
230;301;255;246
259;341;321;281
210;289;260;242
134;197;211;237
24;66;119;142
0;0;21;37
0;0;0;0
0;0;0;0
5;0;0;2
23;10;8;21
43;42;55;83
58;76;117;132
83;120;143;137
107;153;137;135
144;190;193;208
319;340;314;278
652;467;388;356
1886;845;567;408
1406;681;469;381
433;292;255;234
0;0;36;92
0;0;0;1
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;1
1;0;0;2
122;100;121;130
1010;1064;637;464
2453;2830;1476;888
2708;3182;1818;1035
2005;2318;1479;867
592;664;557;385
0;0;37;115
0;0;0;4
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
39;10;18;31
213;225;185;161
1360;1528;904;618
2692;3171;1681;990
2733;3216;1917;1072
1820;2128;1410;845
450;505;494;386
0;0;32;103
0;0;0;2
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;3
101;89;110;126
457;507;361;286
1905;2180;1183;761
2845;3341;1845;1060
2529;2991;1830;1032
1183;1357;1012;667
70;62;192;222
0;0;0;32
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;2
31;0;1;6
145;127;133;131
989;1016;656;480
2399;2645;1351;839
2744;2705;1527;917
2170;1891;1199;747
783;871;613;448
0;243;253;240
0;65;132;139
0;14;67;120
0;2;32;77
0;5;22;56
3;20;32;65
38;63;97;132
67;116;136;133
129;166;165;169
286;299;256;256
260;317;278;255
202;266;252;251
131;172;178;182
27;50;91;133
0;0;12;41
0;0;0;1
0;0;0;0
3;0;0;0
21;6;5;3
36;29;33;44
62;77;113;130
88;130;131;132
115;138;136;138
143;175;178;179
249;297;260;257
255;313;275;252
199;263;245;249
127;178;181;190
22;48;77;120
0;0;4;20
0;0;0;0
0;0;0;0
5;0;0;0
27;18;19;29
39;39;55;80
58;76;117;131
87;129;134;132
120;149;137;138
167;213;227;247
253;314;296;263
252;319;288;261
194;255;240;255
109;169;157;145
16;35;56;77
0;0;1;12
0;0;0;0
0;0;0;0
6;0;0;0
22;14;14;17
45;50;68;108
64;90;132;140
95;131;133;131
122;147;138;135
196;248;260;245
259;323;314;291
246;323;297;259
303;287;259;249
304;229;238;205
250;186;177;145
0;0;21;33
0;0;0;0
0;0;0;0
0;0;0;1
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;1
0;0;0;0
53;0;1;5
185;131;117;120
1390;1491;864;591
2570;3009;1571;945
2525;2983;1714;983
1646;1917;1273;779
361;385;386;322
0;0;3;47
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
52;2;6;15
186;163;130;116
1274;1400;832;544
2573;3011;1563;938
2616;3085;1800;1019
1765;2047;1346;814
436;488;484;383
0;0;37;106
0;0;0;12
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;2
76;36;44;62
268;244;182;158
1586;1654;949;624
2618;2851;1512;915
2459;2636;1515;896
1475;1761;1110;681
259;507;437;341
0;0;39;103
0;0;0;19
0;0;0;1
0;0;0;2
0;0;0;1
0;0;1;6
0;0;2;9
0;0;4;5
0;4;5;16
23;35;49;74
130;128;128;131
475;382;335;278
450;404;357;335
633;460;387;326
262;276;257;245
103;132;137;139
24;34;54;82
0;0;2;12
3;0;1;6
18;4;3;2
32;27;32;38
60;74;106;123
80;123;141;141
117;149;139;134
136;167;157;145
248;289;251;249
260;336;304;262
203;276;253;242
132;189;205;217
29;66;117;140
0;0;24;52
0;0;0;0
0;0;0;0
10;0;1;1
31;18;25;33
48;54;73;113
66;91;129;140
92;131;141;136
120;143;134;138
193;250;252;255
259;349;341;321
246;319;306;266
191;255;264;238
90;145;137;136
13;29;58;87
0;0;2;12
0;0;0;0
0;0;0;0
11;0;0;0
28;25;28;44
42;52;73;109
67;97;128;132
102;135;138;133
125;148;137;132
217;261;243;256
257;347;323;301
232;326;297;259
329;302;258;255
768;394;292;233
130;149;135;138
0;0;12;28
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;2
97;56;71;108
582;591;386;308
1952;2302;1236;770
2672;3270;1822;1049
2296;2742;1712;988
993;1133;894;612
41;5;130;166
0;0;0;12
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;1
0;0;0;1
118;87;106;120
668;680;453;352
2119;2341;1225;761
2902;3308;1825;1035
2444;2760;1700;968
1068;1155;884;602
19;0;133;161
0;0;0;13
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;1
4;0;0;0
119;69;88;128
559;405;272;224
1771;1216;740;536
2252;2167;1126;748
2044;1629;953;639
1074;872;598;433
386;363;324;256
98;185;199;184
0;69;131;138
0;49;108;132
9;53;120;135
5;52;119;138
47;101;139;132
92;136;135;137
197;256;245;260
257;329;308;279
229;313;271;244
165;248;245;248
69;125;130;134
2;14;39;58
0;0;0;10
0;0;0;0
0;0;0;0
19;8;9;12
38;35;47;73
54;68;100;142
77;116;132;134
115;141;132;134
135;166;162;157
249;291;259;252
259;332;302;261
205;278;261;252
131;181;197;203
28;58;101;140
0;0;14;31
0;0;0;0
0;0;0;0
5;0;0;0
21;7;3;3
36;30;32;41
55;68;92;134
78;118;132;135
108;155;145;137
141;185;193;206
250;326;302;271
259;330;315;279
208;278;266;256
130;179;192;193
25;49;90;133
0;0;5;22
0;0;0;0
0;0;0;0
3;0;0;0
27;15;18;28
46;49;71;105
61;86;126;132
86;129;137;136
117;145;136;132
175;228;247;248
256;341;329;304
245;315;295;255
406;340;292;259
509;1267;750;502
269;267;252;245
0;0;0;32
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;1
73;81;91;121
289;332;261;225
1648;1952;1084;735
2779;3346;1808;1049
2603;3108;1859;1060
1396;1646;1175;735
269;310;333;285
0;0;0;32
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;3
45;54;66;89
226;270;210;216
643;764;511;381
2064;2442;1315;855
2948;3515;1973;1114
2589;3076;1903;1064
1265;1483;1104;671
239;266;272;238
0;0;0;28
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
43;59;74;109
220;270;206;216
460;555;383;308
1761;2078;1121;751
2917;3496;1924;1093
2717;3240;1978;1115
1561;1844;1300;771
415;498;493;387
0;0;32;104
0;0;0;4
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;2
44;67;81;118
212;264;187;183
435;520;378;282
1577;1880;1063;724
2823;3378;1831;1057
2704;3216;1949;1088
1672;1986;1384;834
474;552;503;383
0;0;31;95
0;0;0;5
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;3;4
86;113;129;117
296;349;265;225
762;894;599;445
2112;2509;1324;840
2829;3380;1905;1080
2415;2884;1805;1031
1099;1283;987;650
166;189;260;253
0;0;0;21
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;0
0;0;0;2
62;39;45;63
222;238;213;201
761;862;582;405
1791;2295;1228;765
2305;2936;1623;947
1806;2373;1440;851
885;1068;749;513
245;256;250;254
0;91;129;132
0;39;89;130
9;38;83;130
43;68;118;139
70;115;142;140
107;136;131;135
128;153;148;141
252;291;255;265
