## File generated by myo_cap software 
## Available from github.com/ddantas/myo_cap 
## Timestamp: 2019-02-04_16-21-25 
##  
## EMG capture settings 
##  
# sampleRate: 2000 
# channelsPerBoard: 4 
# nBoards: 1 
# bitsPerSample: 12 
# ch/%d;%d;%d;%d;lp/%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;%d;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;58;86;86;29;61;61;40;70;70;42;71;71;50;79;79;
2;2;2;2;53;84;84;31;63;63;43;72;72;46;74;74;55;82;82;
2;2;2;2;53;84;84;31;63;63;43;72;72;46;74;74;55;82;82;
2;2;2;2;53;84;84;31;63;63;43;72;72;46;74;74;55;82;82;
2;2;2;2;53;84;84;31;63;63;43;72;72;46;74;74;55;82;82;
2;2;2;2;53;84;84;31;63;63;43;72;72;46;74;74;55;82;82;
2;2;2;2;53;84;84;31;63;63;43;72;72;46;74;74;55;82;82;
2;2;2;2;53;84;84;31;63;63;43;72;72;46;74;74;55;82;82;
2;2;2;2;53;84;84;31;63;63;43;72;72;46;74;74;55;82;82;
2;2;2;2;53;84;84;31;63;63;43;72;72;46;74;74;55;82;82;
2;2;2;2;51;83;83;32;63;63;45;73;73;50;76;76;58;83;83;
2;2;2;2;51;83;83;32;63;63;45;73;73;50;76;76;58;83;83;
2;2;2;2;50;82;82;33;64;64;46;74;74;51;77;77;60;84;84;
2;2;2;2;50;82;82;33;64;64;46;74;74;51;77;77;60;84;84;
2;2;2;2;50;82;82;33;64;64;46;74;74;51;77;77;60;84;84;
2;2;2;2;50;82;82;33;64;64;46;74;74;51;77;77;60;84;84;
2;2;2;2;50;82;82;33;64;64;46;74;74;51;77;77;60;84;84;
2;2;2;2;50;82;82;33;64;64;46;74;74;51;77;77;60;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;48;81;81;34;64;64;48;75;75;53;77;77;63;84;84;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;47;80;80;34;65;65;50;76;76;55;78;78;64;85;85;
2;2;2;2;44;79;79;37;66;66;54;77;77;59;80;80;69;86;86;
2;2;2;2;44;79;79;37;66;66;54;77;77;59;80;80;69;86;86;
2;2;2;2;44;79;79;37;66;66;54;77;77;59;80;80;69;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
2;2;2;2;43;79;79;38;67;67;55;78;78;61;81;81;70;86;86;
